OBJECTID,ID_CD,PO_CD,CLASS_CD,SEQNO,KOR_NM,ENG_NM,DSTRC_NM,APPN_NO,CRLTS_CO,CRLTS_QY,AREA,LNM_ADRES,RDNMADR,CRLTS_SE,CRLTS_CL,SPCFC_NM,ERA_SE,PRSRV_SE,OWNER_NM,MNGR_NM,MNTRNG_YN,PROGRM_SE,ELEVATION,LONGITUDE,LATITUDE,SYMBOL_CD,INTRO
592,150111080009,1501,1108,0009,진관사 명호스님 초상,Jingwan Temple Myeonghomonk Portrait,구기지구,시도유형문화재 제148,1,1,0.00000000000,서울 은평구 진관외동,미변환 지번주소,기타유형,회화,자연환경지구,조선시대,1,진관사,진관사,0,2,129.53000000000,126.94711000000,37.63777800000,Y,진관사 칠성각에 봉안된 영정으로 높이 106.2㎝ 폭 83㎝이다. 왼쪽 상단에는 세로로“영입산수도 수주간경(影入山水圖 數珠看經)”으로 시작되는 4줄의 찬시(讚詩)가 적혀있고 오른쪽 상단에는 한글로 '인사졀명호불영뎡'이라는 명문이 있다.
593,150111080010,1501,1108,0010,진관사 산신도(津寬寺 山神圖),Jingwan Temple Sasindo,구기지구,시도유형문화재 제149,1,1,0.00000000000,서울 은평구 진관외동 1,미변환 지번주소,기타유형,회화,자연환경지구,조선시대,1,진관사,진관사,0,2,93.12000000000,126.94708000000,37.63783300000,Y,산신은 민간신앙의 산신령을 의미한다. 산신에게 제사지내는 의식은 고대의 애니미즘에서 비롯될 만큼 오랜 기원을 지니고 있다.
594,150111080011,1501,1108,0011,진관사 소 삼존불상,Jingwan Temple So Samjonbulsang,구기지구,시도유형문화재 제143,1,3,0.00000000000,서울 은평구 진관외동 1,미변환 지번주소,종교신앙유적,불상,자연환경지구,조선시대,1,진관사,진관사,0,2,118.22000000000,126.94703000000,37.63786100000,Y,진관사 나한전에 봉안된 삼존불상은 석가여래좌상을 중심으로 좌우에 두 협시보살(미륵보살 제화갈라보살)이 배치된 구도이다. 전체 적인 양식으로 보아 16세기 말~ 17세기 초에 조성된 작품으로 보인다.
595,150111080012,1501,1108,0012,진관사 소 십육나한상(津寬寺 塑 十六羅漢像),Jingwan Temple So Sixteen Nahansang,구기지구,시도유형문화재 제144,1,20,0.00000000000,서울 은평구 진관외동 1,미변환 지번주소,종교신앙유적,불상,자연환경지구,조선시대,1,진관사,진관사,0,2,118.22000000000,126.94703000000,37.63786100000,Y,"진관사 나한전에 봉안되어 있는 소조불상들로 석가삼존상 좌우로 각각 8구씩 모두 16구의 나한상과 제석상 1구, 사자상 1구, 인왕상 2구 등 모두 20구(軀)의 상이다. 모두 화려하게 채색되어 있으며 각 상의 크기는 높이 47~53㎝이다."
596,150111080013,1501,1108,0013,진관사 십육나한도(津寬寺 十六羅漢圖),Jingwan Temple  Sixteen Nahando,구기지구,시도유형문화재 제146,1,6,0.00000000000,서울 은평구 진관외동 1,미변환 지번주소,기타유형,회화,자연환경지구,조선시대,1,진관사,진관사,0,2,118.22000000000,126.94703000000,37.63786100000,Y,진관사 나한전에 모셔진 영산회상도 좌우에 봉안된 16나한도이다. 나한도(羅漢圖) 4폭과 제석신중도(帝釋神衆圖) 1폭 사자신중도(使者神衆圖) 1폭 등 총 6폭으로 구성되어 있다.
597,150111080014,1501,1108,0014,진관사 영산회상도(津寬寺 靈山會上圖),Jingwan Temple Yeongsanhoesangdo,구기지구,시도유형문화재 제145,1,1,0.00000000000,서울 은평구 진관외동 1,미변환 지번주소,기타유형,회화,자연환경지구,조선시대,1,진관사,진관사,0,2,118.22000000000,126.94703000000,37.63786100000,Y,진관사 나한전에 봉안되어 있는 석가삼존상의 후불탱화로서 영취산에서 설법하는 석가모니를 그린 작품이다. 1884년 승려 진철이 그렸다고 하며 십육나한도와 같은 시기에 함께 조성된 것으로 보인다. 크기는 가로171.9㎝×세로 111.8㎝ 이다.
598,150111080015,1501,1108,0015,진관사 칠성도(津寬寺 七星圖),Jingwan Temple Seveneongdo,구기지구,시도유형문화재 제147,1,1,0.00000000000,서울 은평구 진관외동 1,미변환 지번주소,기타유형,회화,자연환경지구,일제강점기,1,진관사,진관사,0,2,129.53000000000,126.94711000000,37.63777800000,Y,진관사 칠성각에 봉안되어 있는 후불탱화로 1910년에 승려 춘담(春潭)과 범천(梵天)이 제작한 것이다. 가운데 치성광여래(熾星光如來)를 중심으로 칠성(七星)과 성군(星君) 등이 묘사되어 있다.
599,150111080016,1501,1108,0016,금선사 신중도,Geumseon Temple Sinjungdo,구기지구,시도유형문화재 제161,1,1,0.00000000000,서울 종로구 구기동 196-2 금선사,서울특별시 종로구 비봉길 137,기타유형,회화,자연환경지구,조선시대,1,금선사,금선사,0,3,272.04000000000,126.95328000000,37.62052800000,Y,금선사는 조선 초 무학대사가 창건하였다고 한다. 현재 금선사 대웅전에 봉안되어 있는 이 신중탱화는 1887년(고종 24) 제작된 것으로 2002년 12월 26일 서울특별시유형문화재 제161호로 지정되었다.
600,150111080017,1501,1108,0017,고양봉성암전성능대사부도,Goyangbongseongamjeonseongneungdaesabudo,북한산성지구,시도유형문화재 제188,1,1,0.00000000000,경기 고양시 덕양구 북한동 산1-1,경기도 고양시 덕양구 대서문길 197-20,종교신앙유적,부도,자연보존지구,조선시대,2,봉성암,봉성암,0,3,506.44000000000,126.98144000000,37.64600000000,Y,북한산 봉성암에 있는 성능대사의 부도로 크기는 높이 3.2m이며 기단은 정사각형( 1.95m×1.95m)이다. 성능대사는 '북한지'의 저자이자 숙종 당시에 팔도도총섭으로서 북한산성 축조의 총책임자였다.
601,150111080018,1501,1108,0018,고양상운사목조아미타삼존불,Goyangsangunsamokjoamitasamjonbul,북한산성지구,시도유형문화재 제190,1,3,0.00000000000,경기 고양시 덕양구 북한동 170,미변환 지번주소,종교신앙유적,불상,자연보존지구,조선시대,1,상운사,상운사,0,2,342.18000000000,126.96914000000,37.65636100000,Y,"북한산 원효봉에 있는 상운사는 삼국시대 원효대사가 삼천사 등과 함께 창건하였다고 한다. 목조아미타삼존불을 상운사 극락전에 모시고 있는데, 아미타삼존이란 서방정토에서 법(法)을 설한다는 아미타불과 그를 좌우에서 모시는 대세지보살과 관세음보살을 말한다."
602,150111080019,1501,1108,0019,북한산성금위영이건기비,North Korea Sansung Geumwiyoungigeongibi,북한산성지구,시도유형문화재 제87,1,1,0.00000000000,경기 고양시 덕양구 북한동 132,미변환 지번주소,비갈,기타,자연보존지구,조선시대,3,국유,고양시,1,2,500.66000000000,126.97997000000,37.63738900000,Y,1715년(숙종 41) 북한산성 내의 금위영 건물을 옮겨 지으며 이를 기념하기 위해 세운 비석인데 도제조 이이명이 비문을 지었다. 금위영은 조선후기 오군영(五軍營) 가운데 하나로서 국왕의 호위와 수도의 방어를 담당하던 기관이다.
603,150111090001,1501,1109,0001,삼각산 도당제,Samkak Mt Dodangje,우이지구,시도무형문화재 제42,1,1,0.00000000000,서울시 강북구 우이동 252,서울특별시 강북구 삼양로173길 116-28,무형,"의식(제례,세시풍속)",공원인근지역,삼국시대,1,삼각산도당제전승보존,당주무녀 박명옥,0,2,105.52000000000,127.00641000000,37.66219000000,Y,"도당제는 개성, 서울 등 도읍 근교에서 지내는 산신제의 다른 이름이다. 삼각산도당제의 기원은 부족국가시대로 거슬러 올라가며, '도당제'란 명칭은 고려 충렬왕대부터 사용된 것으로 추정된다."
604,150111100001,1501,1110,0001,북한산중흥사지,North Korea Mt jungheungsaji,북한산성지구,시도기념물 제136호,1,1,0.00000000000,경기 고양시 덕양구 북한동 259,경기도 고양시 덕양구 대서문길 393,종교신앙유적,사지,자연보존지구,고려시대,2,중흥사,중흥사,0,3,401.83000000000,126.97678000000,37.64594400000,Y,중흥사는 고려 초 창건된 것으로 추정되나 정확한 연대는 알 수 없고 고려말 보우국사에 의해 중수되었다는 기록만 남아있다. 매월당 김시습이 이곳에 은거하다 세조의 왕위찬탈 소식을 들은 뒤 머리를 깎고 승려가 된 것으로 유명하다.
605,150111120001,1501,1112,0001,고양 북한산 서암사지(西巖寺址),Goyang North Korea Mt Seoamsaji,북한산성지구,문화재자료 제140호,1,1,5793.00000000000,경기도 고양시 덕양구 북한동 509번지 외,경기도 고양시 덕양구 대서문길 145-35,종교신앙유적,사지,자연보존지구,조선시대,3,서암사 외,서암사,0,2,106.44000000000,126.95543000000,37.65583300000,Y,"서암사지는 북한도(北漢圖)에 표기된 위치와 각종 문헌기록과 현장조사, 주변 지형적인 조건 등을 근거로 대서문 아래의 수구문에서 계곡을 따라 올라가면 우측에 나타나는 넓은 평지로 추정하고 있다."
606,150111120002,1501,1112,0002,영취사 오층석탑(靈鷲寺 五層石塔),Youngchwi Temple Five stone Pagoda,정릉지구,문화재자료 제40호,1,1,0.00000000000,서울시 성북구 정릉4동 산1-1,미변환 지번주소,종교신앙유적,불탑,자연보존지구,고려시대,1,영취사,영취사,0,3,397.87000000000,126.98155000000,37.62705800000,Y,고려말에서 조선초기에 만든 것으로 추정되는 이 탑은 기단부가 높고 넓으며 소략화된 층급 표현과 쌓아올린 듯한 탑신이 특징이다. 원래 위치는 영취사 요사체 앞쪽이었으나 현재는 영취사 대웅전 계단 아래쪽 마당에 있다.
607,150111120003,1501,1112,0003,진관사 독성도(津寬寺 獨聖圖),Jingwan Temple Doksungdo,구기지구,문화재자료 제12호,1,1,0.00000000000,서울 은평구 진관외동 1,미변환 지번주소,기타유형,회화,자연환경지구,조선시대,1,진관사,진관사,0,2,93.12000000000,126.94708000000,37.63783300000,Y,"진관사 독성전에 봉안되어있는 이 독성도(獨聖圖)는 가로 2.2m, 세로 약 75cm 크기로 1907년 승려 응석이 그린 그림이다. 시주자는 홍순모와 상궁 이씨로 알려져 있다. 민화풍의 산수를 배경으로 독성과 시자, 동자 등을 그렸다."
608,150111120004,1501,1112,0004,진관사 석불좌상(津寬寺 石佛坐像),Jingwan Temple Seokbuljwasang,구기지구,문화재자료 제10호,1,1,0.00000000000,서울 은평구 진관외동 1,미변환 지번주소,종교신앙유적,불상,자연환경지구,조선시대,1,진관사,진관사,0,2,129.53000000000,126.94711000000,37.63777800000,Y,"진관사 칠성각에 봉안되어있는 불상으로 둥글면서도 앳된 얼굴이 특징적인 아이 모습의 불상(童形佛像)이다. 신체에 비하여 머리가 유난히 크며, 넓적한 얼굴에 눈코입을 작게 표현하고 미소를 머금고 있어서 온화한 인상을 준다."
609,150111120005,1501,1112,0005,진관사 소 독성상(津寬寺 塑 獨聖像),Jingwan Temple So Doksungsang,구기지구,문화재자료 제11 호,1,1,0.00000000000,서울 은평구 진관외동 1,미변환 지번주소,종교신앙유적,불상,자연환경지구,조선시대,1,진관사,진관사,0,2,93.12000000000,126.94708000000,37.63783300000,Y,진관사 독성각에 있는 독성상(獨聖像)이다. 독성은 스승 없이 혼자 깨달은 이를 일컫는 말로 다른 말로는 나반존자라고도 한다. 조선후기부터 산신 및 칠성과 함께 삼성각에 모시거나 따로 독성각을 마련하여 봉안하였다.
610,150111120006,1501,1112,0006,진관사독성전(津寬寺 獨聖殿),Jingwan Temple Doksungjeon,구기지구,문화재자료 제34 호,1,1,8.00000000000,서울 은평구 진관외동 1번지,미변환 지번주소,종교건축,불교건축(사찰),자연환경지구,대한제국시대,1,진관사,진관사,0,2,93.12000000000,126.94708000000,37.63783300000,Y,진관사 독성전(津寬寺 獨聖殿)은 나반존자를 모시고 있는 전각으로 1907년에 짓고 1969년에 중수하였다. 독성은 스승 없이 혼자 깨달은 이를 일컫는 말로 다른 말로는 나반존자라고도 한다.
611,150111120007,1501,1112,0007,진관사칠성각(津寬寺 七星閣),Jingwan Temple Chilsunggak,구기지구,문화재자료 제33호,1,1,18.00000000000,서울 은평구 진관외동 1번지,미변환 지번주소,종교건축,불교건축(사찰),자연환경지구,대한제국시대,1,진관사,진관사,0,2,129.53000000000,126.94711000000,37.63777800000,Y,"칠성신을 모신 건물로서 정면 3칸(4.8m), 측면 1칸(4m)의 맞배지붕 건물이다. 1907년(융희 1)에 지었으며 2009년에 해체 복원되었는데, 벽체에서 1919년 당시의 중요한 독립운동 자료가 발견되어 이목을 끌었다."
612,150111130001,1501,1113,0001,진관사 소장 태극기 및 독립신문류,Jingwan Temple Sojang Taegukgi and DoklibNewspaper,구기지구,등록문화재 제458 호,1,21,0.00000000000,서울 은평구 진관동 354,서울특별시 은평구 진관길 73,기타유형,기타,자연환경지구,일제강점기,1,진관사,진관사,0,2,129.53000000000,126.94711000000,37.63777800000,Y,"2009년 진관사 경내 칠성각(서울시 문화재자료 33호)을 해체 복원하면서 발견되었다. 칠성각 불단 뒤 벽 속에서 태극기에 싸맨 채 발견된 이 자료들은 '신대한신문', '독립신문', '조선독립신문', '자유신종보', '경고문' 등 1건 6종 21점이다."
613,150111140001,1501,1114,0001,포금정사지,Fogeumjungsaji,구기지구,비지정,1,1,0.00000000000,서울 종로구 구기동 산3-1,서울특별시 종로구 비봉4길 213,종교신앙유적,사지,자연환경지구,조선시대,3,없음,없음,0,3,325.91000000000,126.95286000000,37.62313900000,Y,포금정사지는 비봉탐방지원센터 방향의 금선사(金仙寺)를 거쳐 나오는 약수터 아래에 있다. 높은 축대를 쌓아서 급경사 지형에다 3단의 절터를 만들었다. 약수터로 오르는 기다란 계단이 시작되는 평탄대지에 절이 있으며 남향으로 집을 지었던 것으로 추정된다.
614,150111140002,1501,1114,0002,향림사지,Hyangrimsaji,구기지구,비지정,1,1,0.00000000000,서울 은평구 불광동 산42-1,서울특별시 은평구 진흥로 325,종교신앙유적,사지,자연보존지구,고려시대,3,없음,없음,0,3,289.13000000000,126.94500000000,37.62425000000,Y,"불광공원지킴터에서 향로봉으로 나있는 탐방로를 따라 가면 향림담(香林潭)이라는 작은 못이 나온다. 이 못 갈림길에서 왼쪽 향로봉 방향으로 향하다가 접어들면 나오는 잣나무숲이 있는데, 이곳이 향림사지터로 추정된다."
615,150111140003,1501,1114,0003,정릉동 마애산신도,Jeongreungdong Maaesansindo,정릉지구,비지정,1,2,0.00000000000,서울 성북구 정릉동 산1-1,서울특별시 성북구 보국문로 176-11,종교신앙유적,기타,자연환경지구,조선시대,1,없음,없음,0,2,169.66000000000,126.98781000000,37.61169400000,Y,"국민대학교 정문에서 북악터널로 진입하기 직전에 터널 위로 올라가는 길이 있다. 이길을 따라 올라가면 갈래길이 나온다. 갈림길에서 측 길로 가면 삼곡사(三谷寺)로 갈 수 있는데, 삼곡사의 뒤편에 마애산신도가 있다."
616,150111140004,1501,1114,0004,보련당(寶蓮堂) 부도,Boryeondang Budo,북한산성지구,비지정,1,1,0.00000000000,경기 고양시 덕양구 북한동 산1-1,경기도 고양시 덕양구 대서문길 197-20,종교신앙유적,부도,자연보존지구,조선시대,2,없음,없음,0,2,477.74000000000,126.97908000000,37.64638900000,Y,"태고사 북쪽 계곡을 따라 북한산장 및 용암문 방향으로 난 탐방로에 위치한다. 불규칙한 방형 지대석 위에 꼭지가 달린 길쭉한 종형(鐘形)부도로 표면에 '보련당(寶蓮堂)'이라고 음각되어 있다. 높이 136cm, 방형대좌 한변 68cm, 복부 최대경 약 70cm 이다."
617,150111140005,1501,1114,0005,고양 효자동 암각문(高陽 孝子洞 岩刻文),Goyang Hyojadong amgakmun,북한산성지구,비지정,1,1,0.00000000000,경기 고양시 덕양구 북한동 산1-1,경기도 고양시 덕양구 대서문길 197-20,예술관련유적,각석,자연환경지구,조선시대,2,없음,없음,0,2,140.49000000000,126.97644000000,37.67602800000,Y,경기도 고양시 효자동 사기막골의 군부대 내 서산정사터를 조금 못간 2km지점 왼쪽 바위에 새긴 글씨이다. 암각문은 지표에서 약 2m정도 위에 있는데 윗부분이 약 10˚정도 밖으로 기울어져 있는 상태이다. 최근 누군가 탁본을 하면서 검게 먹이 묻은 상태이다.
618,150111140006,1501,1114,0006,백운동문(白雲洞門) 명문,Baekundongmun Myeongmun,북한산성지구,비지정,1,1,0.00000000000,경기 고양시 덕양구 북한동 산1-1,경기도 고양시 덕양구 대서문길 197-20,예술관련유적,각석,자연보존지구,조선시대,2,없음,없음,0,3,365.16000000000,126.97333000000,37.64705600000,Y,"이 명문은 북한산 하창마을에서 정릉방향으로 오르는 탐방로 주변에 위치하고 있다. 중성문을 지나 중흥사지쪽으로 오르는 계곡 중간지점의 화강암 바위에 음각되어 있다. 명문으로 새겨진 바위는 하나의 거대한 암석으로 가로7m, 세로5m 정도이다."
619,150111140007,1501,1114,0007,서산정사지(西山精舍址),Seosanjeongsaji,북한산성지구,비지정,1,1,0.00000000000,경기 고양시 덕양구 북한동 산1-1,경기도 고양시 덕양구 대서문길 197-20,위인선현유적,기타,자연환경지구,조선시대,3,없음,없음,0,2,188.62000000000,126.97914000000,37.67497200000,Y,사기막 골 안쪽에 있는 군부대 내에서 계곡을 따라 계속 올라가면 구름다리가 있다. 이 구름다리를 건너면 넓은 터에 건물지 흔적이 남아 있는데 이곳이 서산정사지(西山精舍址)다.
620,150111140008,1501,1114,0008,국녕사 한월당 대선사 부도탑,Guknyeongsa Hanwoldang Daeseonsa Budo Pagoda,북한산성지구,비지정,1,1,0.00000000000,경기 고양시 덕양구 북한동 416-8,경기도 고양시 덕양구 대서문길 268,종교신앙유적,부도,자연보존지구,조선시대,2,국녕사,국녕사,0,2,322.15000000000,126.96353000000,37.64730600000,Y,"국녕사(國寧寺)는 북한산의 북서쪽 주능선인 의상능선의 마지막 봉우리인 의상봉과 용출봉 사이 북동쪽 계곡부에 있다. 1713년 창건된 후 구한말에 폐사되었으나, 1998년부터 중창공사가 진행되었다."
621,150111140009,1501,1114,0009,화릉군 묘역,Hwareung Grave,북한산성지구,비지정,1,1,0.00000000000,서울 진관동 275-4,미변환 지번주소,무덤(분묘)유적,"고려,조선묘",자연환경지구,조선시대,2,전주이씨문중,전주이씨문중,0,2,50.00000000000,126.94514000000,37.65566700000,Y,화릉군의 묘역은 북한산 흥국사(興國寺) 맞은편에 있는 서울시 지정 진관생태경관보존지역 뒤쪽 약 100m 지점에 있다. 묘역에는 성종(成宗)의 12번째 왕자인 무산군 이종(茂山君 李悰)의 손자인 화릉군과 그 후손들의 묘소가 자리하고 있다.
622,150111140010,1501,1114,0010,경천군 송금물침비,Gyeongcheongun Songgeummulchimbi,북한산성지구,비지정,1,1,0.00000000000,경기 고양시 덕양구 북한동 산1-1,경기도 고양시 덕양구 대서문길 197-20,비갈,"묘비,신도비",자연보존지구,조선시대,2,경주이씨문중,경주이씨문중,1,2,77.59000000000,126.94769000000,37.65238900000,Y,조선 선조~광해군 당시 사자관(寫字官)으로 활약했던 당대의 명필 경천군 이해룡의 사패지를 나타내는 비석으로서 광해군 때인 1614년에 세웠다.
623,150111140011,1501,1114,0011,이사문공파 내시묘역,Isanmungongpa Naesi Grave,북한산성지구,비지정,1,45,0.00000000000,서울 은평구 진관동 산5-2,미변환 지번주소,무덤(분묘)유적,"고려,조선묘",자연환경지구,조선시대,2,이사문공파후손,이사문공파후손,0,2,90.31000000000,126.94814000000,37.65013900000,Y,"진관동 백화사 담장 우측을 돌아 200여m 올라가면 조선시대 내시들의 묘역이 자리하고 있다. 묘역은 내시파중 이사문(李似文)을 파조로하는 '이사문공파(李似文公派) 내시 분묘가 한 곳에 모여 있는 가족묘지로서, 현재 그의 후손 5가구가 19대까지 서울에 거주하고 있다."
624,150111140012,1501,1114,0012,대지국사탑비 귀부 및 이수,Daejiguksatapbi Gwibu and Isu,북한산성지구,비지정,1,2,0.00000000000,서울 은평구 진관동 산25번지 일원,서울특별시 은평구 대서문길 42-26,종교신앙유적,사지,자연보존지구,고려시대,2,삼천사,삼천사,1,2,440.60000000000,126.97944000000,37.63952800000,Y,"삼천사 사역은 크게 4구역으로 나뉘는데, 돌계단을 따라 올라가면 확인되는 대형석축 일대인 1구역을 중심으로 1구역의 북서쪽을 2구역, 1구역의 남동쪽을 3구역, 대지국사탑비전지 일대를 4구역으로 구분하고 있다."
625,150111140013,1501,1114,0013,삼천사지,Samcheonsagi,북한산성지구,비지정,1,1,0.00000000000,서울 은평구 진관동 산25번지 일원,서울특별시 은평구 대서문길 42-26,종교신앙유적,사지,자연보존지구,고려시대,3,삼천사,삼천사,0,1,494.53000000000,126.97869000000,37.63858300000,Y,"북한산 남서쪽 중턱에 위치한 삼천사(三川寺)의 창건과 관련한 기록은 남아있지 않으나, 661년 원효대사가 세운 사찰로 전하며, 고려시대 법상종의 중심사찰로 알려져 있다."
626,150111140014,1501,1114,0014,노적사(露積寺) 석사자상,Nojeoksa Seoksajasang,북한산성지구,비지정,1,1,0.00000000000,경기 고양시 덕양구 북한동 산1-1,경기도 고양시 덕양구 대서문길 197-20,기타유형,조각,자연보존지구,조선시대,2,노적사,노적사,0,2,363.05000000000,126.97320000000,37.64962300000,Y,"노적사(露積寺)는 중성문을 지나 올라가다 좌측 시멘트 다리를 건너 오르면 있는데, 절 뒤로는 노적봉의 거대한 암면(岩面)이 보인다. 노적사 석사자상은 뜰 입구 우측 돌계단 인근에 있다."
627,150111140015,1501,1114,0015,북한산 산영루지(山映樓址),North Korea Mt Sanyeongrugi,북한산성지구,비지정,1,1,0.00000000000,경기 고양시 덕양구 북한동 산1-1,경기도 고양시 덕양구 대서문길 197-20,주거건축,"별서,정원,누정",자연보존지구,조선시대,2,없음,없음,0,2,390.16000000000,126.97414000000,37.64500000000,Y,"북한산성 진입로인 용학사 앞 계곡에 있으며, 산영루(터)라 부르고 있다. 현재는 10 여 개의 화강암 초석이 남아 있는데, 남아있는 초석과 옛사진을 보면 3칸 크기의 누마루 형식 정자였다."
628,150111140016,1501,1114,0016,북한산 승도절목명문(僧徒節目銘文),North Korea Mt Seungdojeolmokmyeongmun,북한산성지구,비지정,1,1,0.00000000000,경기 고양시 덕양구 북한동 산1-1,경기도 고양시 덕양구 대서문길 197-20,예술관련유적,각석,자연보존지구,조선시대,3,없음,없음,0,2,347.63000000000,126.97410000000,37.64521700000,Y,"북한산 승도절목명문(僧徒節目銘文)은 북한산 용학사 축대 아래 선정비 사이 거대한 암반 위에 새겨져 있다.(장방형의 구획을 파고 글자를 새김)  명문의 기록을 보아 1855년(조선 철종 6)에 만든 것인데, 현재 모두 325자이다."
629,150111140017,1501,1114,0017,북한산성 선정비군(善政碑群),North Korea Sangsung Seonjungbigun,북한산성지구,비지정,1,26,0.00000000000,경기 고양시 덕양구 북한동 산1-1,경기도 고양시 덕양구 대서문길 197-20,비갈,선정비,자연보존지구,조선시대,3,없음,없음,0,2,347.63000000000,126.97411000000,37.64526800000,Y,"북한산성 선정비군(善政碑群)은 노적사에서 태고사에 이르는 중간지점 용학사 아래에 위치하고 있다. 현존하고 잇는 비의 숫자는 총 26기로 이중 옥개석을 모두 갖춘 것은 몇 기 되지 않으며, 대부분 훼손된 상태이다."
630,150111140018,1501,1114,0018,용학사 암각신장상(岩刻神將像),Yonghaksa Amgaksinjangsang,북한산성지구,비지정,1,1,0.00000000000,경기 고양시 덕양구 북한동 산1-1,경기도 고양시 덕양구 대서문길 197-20,종교신앙유적,불상,자연보존지구,고려시대,2,용학사,용학사,1,2,362.15000000000,126.97432000000,37.64534000000,Y,"용학사는 북한산성 선정비군 비석들 위에 있는 사찰로, 일제강점기에 현주지인 김순남(普賢)스님이 창건하였다. 요사체 뒤편 화강암반 전면에 음각으로 새겨진 암각신장상(神將像)은 용학사 창건 이전부터 있었다고 한다."
631,150111140019,1501,1114,0019,태고사(太古寺) 부도군,Taegosa Budogun,북한산성지구,비지정,1,3,0.00000000000,경기 고양시 덕양구 북한동 산1-1,경기도 고양시 덕양구 대서문길 197-20,종교신앙유적,부도,자연보존지구,조선시대,2,태고사,태고사,0,2,423.82000000000,126.97861000000,37.64575100000,Y,중흥사 동쪽 산록에 위치한 태고사(太古寺)는 고려말인 14세기 후반 명승(名僧) 보우(普愚)가 창건하였다. 초창은 태고암(太古庵)으로서 중흥사 소속이었다고 한다. 태고사 부도군은 산신각 북편에 남북으로 나란히 3기가 서 있다.
632,150111140020,1501,1114,0020,상운사 마애불,Sangun Temple Maaebul,북한산성지구,비지정,1,1,0.00000000000,경기 고양시 덕양구 북한동 산1-1,경기도 고양시 덕양구 대서문길 197-20,종교신앙유적,불상,자연보존지구,조선시대,2,상운사,상운사,0,2,374.73000000000,126.96885000000,37.65600900000,Y,상운사는 북한산성 북문 바로 아래에 있다. 상운사로 들어가는 길목에서 서쪽으로 난 길을 따라 올라가면 큰 바위가 서 있는데 그 꼭대기 근처에 종형(鐘形)테두리를 파고 광채를 발하는 보관(寶冠)을 쓴 형태의 불좌상(佛座像)을 새겼다.
633,150111140021,1501,1114,0021,상운사 삼층석탑,Sangun Temple Three stone Pagoda,북한산성지구,비지정,1,1,0.00000000000,경기 고양시 덕양구 북한동 산1-1,경기도 고양시 덕양구 대서문길 197-20,종교신앙유적,불탑,자연보존지구,고려시대,1,상운사,상운사,0,2,408.53000000000,126.96894000000,37.65638400000,Y,북한산성 북문 영취봉 아래에 있는 상운사는 북한산국립공원 주차장에서 대서문을 지나 예전 북한동 마을 삼거리에 이르러 왼쪽길로 가면 등운각이 보이고 그 옆 계곡을 따라 400m 정도 올라가면 나온다. 삼층석탑은 대웅전과 삼성각 사이에 있다.
634,150111140022,1501,1114,0022,상운사 석조약사여래좌상,Sangun Temple Seokgoyaksayeoraejwasang,북한산성지구,비지정,1,1,0.00000000000,경기 고양시 덕양구 북한동 산1-1,경기도 고양시 덕양구 대서문길 197-20,종교신앙유적,불상,자연보존지구,고려시대,1,상운사,상운사,0,2,408.53000000000,126.96907000000,37.65643200000,Y,상운사 삼성각은 석조에 목조기와 맛배지붕을 얹은 건물로 내부에 석조약사여래좌상 1기와 산신탱화 2점을 좌상 좌우에 모셔놓았다. 석조약사여래좌상은 성각(약사굴)의 불로 봉안되어 있으며 양련과 복련의 연화대좌 위에 결가부좌한 형태다.
635,150111140023,1501,1114,0023,효자동 박태성정려비(朴泰星旌閭碑),Hyojadong Parktaesungjungryeobi,북한산성지구,비지정,1,1,0.00000000000,고양시 덕양구 효자동 산15-1,경기도 고양시 덕양구 북한산로 524-13,비갈,충효비,자연보존지구,조선시대,1,고양시,고양시,0,2,70.00000000000,126.95570000000,37.67144800000,Y,"효자동 박태성 정려비(朴泰星旌閭碑)는 북한산성에서 의정부로 이어진 53번 지방도로 제청말 입구에 있다. 오석의 비에는 '조선효자 박공태성 정려지비(朝鮮孝子 朴公泰星 旌閭之碑)'라 표기되어 있는데, 대좌까지 갖추고 있다."
636,150111140024,1501,1114,0024,밥할머니 이야기,Bab Grandmother Story,북한산성지구,비지정,1,1,0.00000000000,고양시 덕양구 동산동,미변환 지번주소,무형,"설화(전설,민담)",공원인근지역,조선시대,1,없음,밥할머니 보존위원회,0,2,0.00000000000,126.90536000000,37.64688900000,Y,"임진왜란, 행주산성 전투에서 여인들을 지휘하여 행주치마의 전설을 낳게 하고 노적봉 전설을 낳은 분이 바로 밥할머니이다."
637,150111140025,1501,1114,0025,부왕사지(扶旺寺址) 부도,Buwangsagi Budo,북한산성지구,비지정,1,1,0.00000000000,서울 덕양구 북한동 산1-1,경기도 고양시 덕양구 대서문길 197-20,종교신앙유적,부도,자연보존지구,조선시대,2,부왕사,부왕사,0,2,429.73000000000,126.97158000000,37.64244400000,Y,산영루 터 앞에 있는 계곡을 건너 부왕동 암문 방향으로 오르다보면 “청하동문(靑霞洞門)”넉 자가 새겨진 큰 바위 옆을 지나게 된다. 유선대(遊仙臺)로 여겨지는 바위를 지나 왼쪽으로 산기슭을 오르면 휴암봉의 울창한 숲속에서 부왕사 터를 만나게 된다.
